date,period,division,pl_group,amount,start,var,lo80,hi80,lo95,hi95
2014-03-01,train,Salt Lake City,Cost of goods sold,-2472470,2014,historical,NA,NA,NA,NA
2015-07-01,train,Salt Lake City,Cost of goods sold,-2403830,2014,historical,NA,NA,NA,NA
2015-06-01,train,Salt Lake City,Cost of goods sold,-2400580,2014,historical,NA,NA,NA,NA
2015-08-01,train,Salt Lake City,Cost of goods sold,-2348190,2014,historical,NA,NA,NA,NA
2016-08-01,train,Salt Lake City,Cost of goods sold,-2324270,2014,historical,NA,NA,NA,NA
2017-07-01,train,Salt Lake City,Cost of goods sold,-2286440,2014,historical,NA,NA,NA,NA
2017-06-01,train,Salt Lake City,Cost of goods sold,-2256020,2014,historical,NA,NA,NA,NA
2016-06-01,train,Salt Lake City,Cost of goods sold,-2249260,2014,historical,NA,NA,NA,NA
2014-02-01,train,Salt Lake City,Cost of goods sold,-2176590,2014,historical,NA,NA,NA,NA
2014-01-01,train,Salt Lake City,Cost of goods sold,-2162290,2014,historical,NA,NA,NA,NA
2017-08-01,train,Salt Lake City,Cost of goods sold,-2155530,2014,historical,NA,NA,NA,NA
2014-11-01,train,Salt Lake City,Cost of goods sold,-2145520,2014,historical,NA,NA,NA,NA
2015-09-01,train,Salt Lake City,Cost of goods sold,-2119e3,2014,historical,NA,NA,NA,NA
2015-03-01,train,Salt Lake City,Cost of goods sold,-2085980,2014,historical,NA,NA,NA,NA
2015-10-01,train,Salt Lake City,Cost of goods sold,-2057380,2014,historical,NA,NA,NA,NA
2016-07-01,train,Salt Lake City,Cost of goods sold,-2047890,2014,historical,NA,NA,NA,NA
2014-12-01,train,Salt Lake City,Cost of goods sold,-2030080,2014,historical,NA,NA,NA,NA
2015-04-01,train,Salt Lake City,Cost of goods sold,-1980290,2014,historical,NA,NA,NA,NA
2015-02-01,train,Salt Lake City,Cost of goods sold,-1966640,2014,historical,NA,NA,NA,NA
2016-11-01,train,Salt Lake City,Cost of goods sold,-1944670,2014,historical,NA,NA,NA,NA
2016-10-01,train,Salt Lake City,Cost of goods sold,-1943630,2014,historical,NA,NA,NA,NA
2015-01-01,train,Salt Lake City,Cost of goods sold,-1943240,2014,historical,NA,NA,NA,NA
2016-05-01,train,Salt Lake City,Cost of goods sold,-1899950,2014,historical,NA,NA,NA,NA
2017-05-01,train,Salt Lake City,Cost of goods sold,-1889940,2014,historical,NA,NA,NA,NA
2015-05-01,train,Salt Lake City,Cost of goods sold,-1859910,2014,historical,NA,NA,NA,NA
2016-09-01,train,Salt Lake City,Cost of goods sold,-1828710,2014,historical,NA,NA,NA,NA
2017-04-01,train,Salt Lake City,Cost of goods sold,-1823380,2014,historical,NA,NA,NA,NA
2016-03-01,train,Salt Lake City,Cost of goods sold,-1796210,2014,historical,NA,NA,NA,NA
2015-11-01,train,Salt Lake City,Cost of goods sold,-1789190,2014,historical,NA,NA,NA,NA
2017-03-01,train,Salt Lake City,Cost of goods sold,-1727830,2014,historical,NA,NA,NA,NA
2015-12-01,train,Salt Lake City,Cost of goods sold,-1709760,2014,historical,NA,NA,NA,NA
2017-09-01,train,Salt Lake City,Cost of goods sold,-1681680,2014,historical,NA,NA,NA,NA
2017-10-01,train,Salt Lake City,Cost of goods sold,-1666210,2014,historical,NA,NA,NA,NA
2017-02-01,train,Salt Lake City,Cost of goods sold,-1628900,2014,historical,NA,NA,NA,NA
2016-04-01,train,Salt Lake City,Cost of goods sold,-1612390,2014,historical,NA,NA,NA,NA
2017-01-01,train,Salt Lake City,Cost of goods sold,-1608230,2014,historical,NA,NA,NA,NA
2016-01-01,train,Salt Lake City,Cost of goods sold,-1563120,2014,historical,NA,NA,NA,NA
2016-02-01,train,Salt Lake City,Cost of goods sold,-1529970,2014,historical,NA,NA,NA,NA
2017-11-01,train,Salt Lake City,Cost of goods sold,-1470430,2014,historical,NA,NA,NA,NA
2018-01-01,test,Salt Lake City,Cost of goods sold,-1402050,2014,historical,NA,NA,NA,NA
2016-12-01,train,Salt Lake City,Cost of goods sold,-1314300,2014,historical,NA,NA,NA,NA
2017-12-01,test,Salt Lake City,Cost of goods sold,-1247870,2014,historical,NA,NA,NA,NA
2014-01-01,train,San Diego,Cost of goods sold,-767780,2014,historical,NA,NA,NA,NA
2014-01-01,train,San Diego,General & Admin,-201240,2014,historical,NA,NA,NA,NA
2014-01-01,train,San Diego,Revenue,1025700,2014,historical,NA,NA,NA,NA
2014-01-01,train,San Diego,Sales & Marketing,-125710,2014,historical,NA,NA,NA,NA
2014-02-01,train,San Diego,Cost of goods sold,-876980,2014,historical,NA,NA,NA,NA
2014-02-01,train,San Diego,General & Admin,-189150,2014,historical,NA,NA,NA,NA
2014-02-01,train,San Diego,Revenue,1013220,2014,historical,NA,NA,NA,NA
2014-02-01,train,San Diego,Sales & Marketing,-95940,2014,historical,NA,NA,NA,NA
2014-03-01,train,San Diego,Cost of goods sold,-918190,2014,historical,NA,NA,NA,NA
2014-03-01,train,San Diego,General & Admin,-207220,2014,historical,NA,NA,NA,NA
2014-03-01,train,San Diego,Revenue,1139970,2014,historical,NA,NA,NA,NA
2014-03-01,train,San Diego,Sales & Marketing,-100750,2014,historical,NA,NA,NA,NA
2014-04-01,train,San Diego,Cost of goods sold,-910520,2014,historical,NA,NA,NA,NA
2014-04-01,train,San Diego,General & Admin,-205400,2014,historical,NA,NA,NA,NA
2014-04-01,train,San Diego,Revenue,1172080,2014,historical,NA,NA,NA,NA
2014-04-01,train,San Diego,Sales & Marketing,-142480,2014,historical,NA,NA,NA,NA
2014-05-01,train,San Diego,Cost of goods sold,-1039870,2014,historical,NA,NA,NA,NA
2014-05-01,train,San Diego,General & Admin,-213460,2014,historical,NA,NA,NA,NA
2014-05-01,train,San Diego,Revenue,1281020,2014,historical,NA,NA,NA,NA
2014-05-01,train,San Diego,Sales & Marketing,-143390,2014,historical,NA,NA,NA,NA
2014-06-01,train,San Diego,Cost of goods sold,-1184040,2014,historical,NA,NA,NA,NA
2014-06-01,train,San Diego,General & Admin,-220220,2014,historical,NA,NA,NA,NA
2014-06-01,train,San Diego,Revenue,1526850,2014,historical,NA,NA,NA,NA
2014-06-01,train,San Diego,Sales & Marketing,-161590,2014,historical,NA,NA,NA,NA
2014-07-01,train,San Diego,Cost of goods sold,-1292330,2014,historical,NA,NA,NA,NA
2014-07-01,train,San Diego,General & Admin,-244920,2014,historical,NA,NA,NA,NA
2014-07-01,train,San Diego,Revenue,1711060,2014,historical,NA,NA,NA,NA
2014-07-01,train,San Diego,Sales & Marketing,-181350,2014,historical,NA,NA,NA,NA
2014-08-01,train,San Diego,Cost of goods sold,-1241370,2014,historical,NA,NA,NA,NA
2014-08-01,train,San Diego,General & Admin,-227630,2014,historical,NA,NA,NA,NA
2014-08-01,train,San Diego,Revenue,1588340,2014,historical,NA,NA,NA,NA
2014-08-01,train,San Diego,Sales & Marketing,-153270,2014,historical,NA,NA,NA,NA
2014-09-01,train,San Diego,Cost of goods sold,-1071590,2014,historical,NA,NA,NA,NA
2014-09-01,train,San Diego,General & Admin,-209040,2014,historical,NA,NA,NA,NA
2014-09-01,train,San Diego,Revenue,1393210,2014,historical,NA,NA,NA,NA
2014-09-01,train,San Diego,Sales & Marketing,-147550,2014,historical,NA,NA,NA,NA
2014-10-01,train,San Diego,Cost of goods sold,-1027390,2014,historical,NA,NA,NA,NA
2014-10-01,train,San Diego,General & Admin,-233350,2014,historical,NA,NA,NA,NA
2014-10-01,train,San Diego,Revenue,1335750,2014,historical,NA,NA,NA,NA
2014-10-01,train,San Diego,Sales & Marketing,-153010,2014,historical,NA,NA,NA,NA
2014-11-01,train,San Diego,Cost of goods sold,-877110,2014,historical,NA,NA,NA,NA
2014-11-01,train,San Diego,General & Admin,-195780,2014,historical,NA,NA,NA,NA
2014-11-01,train,San Diego,Revenue,1123330,2014,historical,NA,NA,NA,NA
2014-11-01,train,San Diego,Sales & Marketing,-110110,2014,historical,NA,NA,NA,NA
2014-12-01,train,San Diego,Cost of goods sold,-1116570,2014,historical,NA,NA,NA,NA
2014-12-01,train,San Diego,General & Admin,-261560,2014,historical,NA,NA,NA,NA
2014-12-01,train,San Diego,Revenue,1458340,2014,historical,NA,NA,NA,NA
2014-12-01,train,San Diego,Sales & Marketing,-153270,2014,historical,NA,NA,NA,NA
2015-01-01,train,San Diego,Cost of goods sold,-796250,2014,historical,NA,NA,NA,NA
2015-01-01,train,San Diego,General & Admin,-193440,2014,historical,NA,NA,NA,NA
2015-01-01,train,San Diego,Revenue,1047410,2014,historical,NA,NA,NA,NA
2015-01-01,train,San Diego,Sales & Marketing,-153660,2014,historical,NA,NA,NA,NA
2015-02-01,train,San Diego,Cost of goods sold,-871520,2014,historical,NA,NA,NA,NA
2015-02-01,train,San Diego,General & Admin,-177710,2014,historical,NA,NA,NA,NA
2015-02-01,train,San Diego,Revenue,1102140,2014,historical,NA,NA,NA,NA
2015-02-01,train,San Diego,Sales & Marketing,-143130,2014,historical,NA,NA,NA,NA
2015-03-01,train,San Diego,Cost of goods sold,-975780,2014,historical,NA,NA,NA,NA
2015-03-01,train,San Diego,General & Admin,-172640,2014,historical,NA,NA,NA,NA
2015-03-01,train,San Diego,Revenue,1256190,2014,historical,NA,NA,NA,NA
2015-03-01,train,San Diego,Sales & Marketing,-167830,2014,historical,NA,NA,NA,NA
2015-04-01,train,San Diego,Cost of goods sold,-970840,2014,historical,NA,NA,NA,NA
2015-04-01,train,San Diego,General & Admin,-208780,2014,historical,NA,NA,NA,NA
2015-04-01,train,San Diego,Revenue,1177410,2014,historical,NA,NA,NA,NA
2015-04-01,train,San Diego,Sales & Marketing,-135200,2014,historical,NA,NA,NA,NA
2015-05-01,train,San Diego,Cost of goods sold,-1078480,2014,historical,NA,NA,NA,NA
2015-05-01,train,San Diego,General & Admin,-210600,2014,historical,NA,NA,NA,NA
2015-05-01,train,San Diego,Revenue,1303770,2014,historical,NA,NA,NA,NA
2015-05-01,train,San Diego,Sales & Marketing,-144170,2014,historical,NA,NA,NA,NA
2015-06-01,train,San Diego,Cost of goods sold,-1277510,2014,historical,NA,NA,NA,NA
2015-06-01,train,San Diego,General & Admin,-210080,2014,historical,NA,NA,NA,NA
2015-06-01,train,San Diego,Revenue,1699360,2014,historical,NA,NA,NA,NA
2015-06-01,train,San Diego,Sales & Marketing,-183820,2014,historical,NA,NA,NA,NA
2015-07-01,train,San Diego,Cost of goods sold,-1559220,2014,historical,NA,NA,NA,NA
2015-07-01,train,San Diego,General & Admin,-262080,2014,historical,NA,NA,NA,NA
2015-07-01,train,San Diego,Revenue,2142660,2014,historical,NA,NA,NA,NA
2015-07-01,train,San Diego,Sales & Marketing,-183430,2014,historical,NA,NA,NA,NA
2015-08-01,train,San Diego,Cost of goods sold,-1478620,2014,historical,NA,NA,NA,NA
2015-08-01,train,San Diego,General & Admin,-278980,2014,historical,NA,NA,NA,NA
2015-08-01,train,San Diego,Revenue,2071940,2014,historical,NA,NA,NA,NA
2015-08-01,train,San Diego,Sales & Marketing,-164450,2014,historical,NA,NA,NA,NA
2015-09-01,train,San Diego,Cost of goods sold,-1275300,2014,historical,NA,NA,NA,NA
2015-09-01,train,San Diego,General & Admin,-250250,2014,historical,NA,NA,NA,NA
2015-09-01,train,San Diego,Revenue,1592500,2014,historical,NA,NA,NA,NA
2015-09-01,train,San Diego,Sales & Marketing,-168090,2014,historical,NA,NA,NA,NA
2015-10-01,train,San Diego,Cost of goods sold,-1295710,2014,historical,NA,NA,NA,NA
2015-10-01,train,San Diego,General & Admin,-257140,2014,historical,NA,NA,NA,NA
2015-10-01,train,San Diego,Revenue,1841320,2014,historical,NA,NA,NA,NA
2015-10-01,train,San Diego,Sales & Marketing,-215670,2014,historical,NA,NA,NA,NA
2015-11-01,train,San Diego,Cost of goods sold,-1143220,2014,historical,NA,NA,NA,NA
2015-11-01,train,San Diego,General & Admin,-225810,2014,historical,NA,NA,NA,NA
2015-11-01,train,San Diego,Revenue,1627080,2014,historical,NA,NA,NA,NA
2015-11-01,train,San Diego,Sales & Marketing,-200980,2014,historical,NA,NA,NA,NA
2015-12-01,train,San Diego,Cost of goods sold,-1204580,2014,historical,NA,NA,NA,NA
2015-12-01,train,San Diego,General & Admin,-257660,2014,historical,NA,NA,NA,NA
2015-12-01,train,San Diego,Revenue,1708720,2014,historical,NA,NA,NA,NA
2015-12-01,train,San Diego,Sales & Marketing,-207740,2014,historical,NA,NA,NA,NA
2016-01-01,train,San Diego,Cost of goods sold,-894010,2014,historical,NA,NA,NA,NA
2016-01-01,train,San Diego,General & Admin,-190970,2014,historical,NA,NA,NA,NA
2016-01-01,train,San Diego,Revenue,1109030,2014,historical,NA,NA,NA,NA
2016-01-01,train,San Diego,Sales & Marketing,-135070,2014,historical,NA,NA,NA,NA
2016-02-01,train,San Diego,Cost of goods sold,-928070,2014,historical,NA,NA,NA,NA
2016-02-01,train,San Diego,General & Admin,-193830,2014,historical,NA,NA,NA,NA
2016-02-01,train,San Diego,Revenue,1126970,2014,historical,NA,NA,NA,NA
2016-02-01,train,San Diego,Sales & Marketing,-164840,2014,historical,NA,NA,NA,NA
2016-03-01,train,San Diego,Cost of goods sold,-1029730,2014,historical,NA,NA,NA,NA
2016-03-01,train,San Diego,General & Admin,-200070,2014,historical,NA,NA,NA,NA
2016-03-01,train,San Diego,Revenue,1327300,2014,historical,NA,NA,NA,NA
2016-03-01,train,San Diego,Sales & Marketing,-122850,2014,historical,NA,NA,NA,NA
2016-04-01,train,San Diego,Cost of goods sold,-1035190,2014,historical,NA,NA,NA,NA
2016-04-01,train,San Diego,General & Admin,-215280,2014,historical,NA,NA,NA,NA
2016-04-01,train,San Diego,Revenue,1219010,2014,historical,NA,NA,NA,NA
2016-04-01,train,San Diego,Sales & Marketing,-124280,2014,historical,NA,NA,NA,NA
2016-05-01,train,San Diego,Cost of goods sold,-1041170,2014,historical,NA,NA,NA,NA
2016-05-01,train,San Diego,General & Admin,-219830,2014,historical,NA,NA,NA,NA
2016-05-01,train,San Diego,Revenue,1286740,2014,historical,NA,NA,NA,NA
2016-05-01,train,San Diego,Sales & Marketing,-155740,2014,historical,NA,NA,NA,NA
2016-06-01,train,San Diego,Cost of goods sold,-1521520,2014,historical,NA,NA,NA,NA
2016-06-01,train,San Diego,General & Admin,-238290,2014,historical,NA,NA,NA,NA
2016-06-01,train,San Diego,Revenue,2012010,2014,historical,NA,NA,NA,NA
2016-06-01,train,San Diego,Sales & Marketing,-173160,2014,historical,NA,NA,NA,NA
2016-07-01,train,San Diego,Cost of goods sold,-1492530,2014,historical,NA,NA,NA,NA
2016-07-01,train,San Diego,General & Admin,-231400,2014,historical,NA,NA,NA,NA
2016-07-01,train,San Diego,Revenue,2006940,2014,historical,NA,NA,NA,NA
2016-07-01,train,San Diego,Sales & Marketing,-149370,2014,historical,NA,NA,NA,NA
2016-08-01,train,San Diego,Cost of goods sold,-1343030,2014,historical,NA,NA,NA,NA
2016-08-01,train,San Diego,General & Admin,-281190,2014,historical,NA,NA,NA,NA
2016-08-01,train,San Diego,Revenue,1907620,2014,historical,NA,NA,NA,NA
2016-08-01,train,San Diego,Sales & Marketing,-200980,2014,historical,NA,NA,NA,NA
2016-09-01,train,San Diego,Cost of goods sold,-1347970,2014,historical,NA,NA,NA,NA
2016-09-01,train,San Diego,General & Admin,-223470,2014,historical,NA,NA,NA,NA
2016-09-01,train,San Diego,Revenue,1807130,2014,historical,NA,NA,NA,NA
2016-09-01,train,San Diego,Sales & Marketing,-172640,2014,historical,NA,NA,NA,NA
2016-10-01,train,San Diego,Cost of goods sold,-1145820,2014,historical,NA,NA,NA,NA
2016-10-01,train,San Diego,General & Admin,-202150,2014,historical,NA,NA,NA,NA
2016-10-01,train,San Diego,Revenue,1582880,2014,historical,NA,NA,NA,NA
2016-10-01,train,San Diego,Sales & Marketing,-154440,2014,historical,NA,NA,NA,NA
2016-11-01,train,San Diego,Cost of goods sold,-1141140,2014,historical,NA,NA,NA,NA
2016-11-01,train,San Diego,General & Admin,-195e3,2014,historical,NA,NA,NA,NA
2016-11-01,train,San Diego,Revenue,1562990,2014,historical,NA,NA,NA,NA
2016-11-01,train,San Diego,Sales & Marketing,-140530,2014,historical,NA,NA,NA,NA
2016-12-01,train,San Diego,Cost of goods sold,-1250730,2014,historical,NA,NA,NA,NA
2016-12-01,train,San Diego,General & Admin,-259740,2014,historical,NA,NA,NA,NA
2016-12-01,train,San Diego,Revenue,1894620,2014,historical,NA,NA,NA,NA
2016-12-01,train,San Diego,Sales & Marketing,-121420,2014,historical,NA,NA,NA,NA
2017-01-01,train,San Diego,Cost of goods sold,-1023490,2014,historical,NA,NA,NA,NA
2017-01-01,train,San Diego,General & Admin,-214370,2014,historical,NA,NA,NA,NA
2017-01-01,train,San Diego,Revenue,1328210,2014,historical,NA,NA,NA,NA
2017-01-01,train,San Diego,Sales & Marketing,-111800,2014,historical,NA,NA,NA,NA
2017-02-01,train,San Diego,Cost of goods sold,-1031420,2014,historical,NA,NA,NA,NA
2017-02-01,train,San Diego,General & Admin,-204360,2014,historical,NA,NA,NA,NA
2017-02-01,train,San Diego,Revenue,1290900,2014,historical,NA,NA,NA,NA
2017-02-01,train,San Diego,Sales & Marketing,-122460,2014,historical,NA,NA,NA,NA
2017-03-01,train,San Diego,Cost of goods sold,-1093430,2014,historical,NA,NA,NA,NA
2017-03-01,train,San Diego,General & Admin,-236990,2014,historical,NA,NA,NA,NA
2017-03-01,train,San Diego,Revenue,1367340,2014,historical,NA,NA,NA,NA
2017-03-01,train,San Diego,Sales & Marketing,-148200,2014,historical,NA,NA,NA,NA
2017-04-01,train,San Diego,Cost of goods sold,-1103050,2014,historical,NA,NA,NA,NA
2017-04-01,train,San Diego,General & Admin,-216970,2014,historical,NA,NA,NA,NA
2017-04-01,train,San Diego,Revenue,1334060,2014,historical,NA,NA,NA,NA
2017-04-01,train,San Diego,Sales & Marketing,-120250,2014,historical,NA,NA,NA,NA
2017-05-01,train,San Diego,Cost of goods sold,-1290250,2014,historical,NA,NA,NA,NA
2017-05-01,train,San Diego,General & Admin,-216320,2014,historical,NA,NA,NA,NA
2017-05-01,train,San Diego,Revenue,1605760,2014,historical,NA,NA,NA,NA
2017-05-01,train,San Diego,Sales & Marketing,-161980,2014,historical,NA,NA,NA,NA
2017-06-01,train,San Diego,Cost of goods sold,-1888770,2014,historical,NA,NA,NA,NA
2017-06-01,train,San Diego,General & Admin,-248690,2014,historical,NA,NA,NA,NA
2017-06-01,train,San Diego,Revenue,2546700,2014,historical,NA,NA,NA,NA
2017-06-01,train,San Diego,Sales & Marketing,-220870,2014,historical,NA,NA,NA,NA
2017-07-01,train,San Diego,Cost of goods sold,-1733030,2014,historical,NA,NA,NA,NA
2017-07-01,train,San Diego,General & Admin,-240500,2014,historical,NA,NA,NA,NA
2017-07-01,train,San Diego,Revenue,2408120,2014,historical,NA,NA,NA,NA
2017-07-01,train,San Diego,Sales & Marketing,-177450,2014,historical,NA,NA,NA,NA
2017-08-01,train,San Diego,Cost of goods sold,-2026440,2014,historical,NA,NA,NA,NA
2017-08-01,train,San Diego,General & Admin,-241540,2014,historical,NA,NA,NA,NA
2017-08-01,train,San Diego,Revenue,2485470,2014,historical,NA,NA,NA,NA
2017-08-01,train,San Diego,Sales & Marketing,-243360,2014,historical,NA,NA,NA,NA
2017-09-01,train,San Diego,Cost of goods sold,-1293240,2014,historical,NA,NA,NA,NA
2017-09-01,train,San Diego,General & Admin,-233740,2014,historical,NA,NA,NA,NA
2017-09-01,train,San Diego,Revenue,1737320,2014,historical,NA,NA,NA,NA
2017-09-01,train,San Diego,Sales & Marketing,-172120,2014,historical,NA,NA,NA,NA
2017-10-01,train,San Diego,Cost of goods sold,-1328730,2014,historical,NA,NA,NA,NA
2017-10-01,train,San Diego,General & Admin,-227110,2014,historical,NA,NA,NA,NA
2017-10-01,train,San Diego,Revenue,1774370,2014,historical,NA,NA,NA,NA
2017-10-01,train,San Diego,Sales & Marketing,-184470,2014,historical,NA,NA,NA,NA
2017-11-01,train,San Diego,Cost of goods sold,-1113320,2014,historical,NA,NA,NA,NA
2017-11-01,train,San Diego,General & Admin,-226070,2014,historical,NA,NA,NA,NA
2017-11-01,train,San Diego,Revenue,1483040,2014,historical,NA,NA,NA,NA
2017-11-01,train,San Diego,Sales & Marketing,-194220,2014,historical,NA,NA,NA,NA
2017-12-01,test,San Diego,Cost of goods sold,-1004900,2014,historical,NA,NA,NA,NA
2017-12-01,test,San Diego,General & Admin,-242710,2014,historical,NA,NA,NA,NA
2017-12-01,test,San Diego,Revenue,1758640,2014,historical,NA,NA,NA,NA
2017-12-01,test,San Diego,Sales & Marketing,-372710,2014,historical,NA,NA,NA,NA
2018-01-01,test,San Diego,Cost of goods sold,-863200,2014,historical,NA,NA,NA,NA
2018-01-01,test,San Diego,General & Admin,-233090,2014,historical,NA,NA,NA,NA
2018-01-01,test,San Diego,Revenue,1127880,2014,historical,NA,NA,NA,NA
2018-01-01,test,San Diego,Sales & Marketing,-191360,2014,historical,NA,NA,NA,NA
2014-01-01,train,San Francisco,Cost of goods sold,-1150110,2014,historical,NA,NA,NA,NA
2014-01-01,train,San Francisco,General & Admin,-235430,2014,historical,NA,NA,NA,NA
2014-01-01,train,San Francisco,Revenue,1343420,2014,historical,NA,NA,NA,NA
2014-01-01,train,San Francisco,Sales & Marketing,-139490,2014,historical,NA,NA,NA,NA
2014-02-01,train,San Francisco,Cost of goods sold,-1031030,2014,historical,NA,NA,NA,NA
2014-02-01,train,San Francisco,General & Admin,-231920,2014,historical,NA,NA,NA,NA
2014-02-01,train,San Francisco,Revenue,1219790,2014,historical,NA,NA,NA,NA
2014-02-01,train,San Francisco,Sales & Marketing,-159380,2014,historical,NA,NA,NA,NA
2014-03-01,train,San Francisco,Cost of goods sold,-1362920,2014,historical,NA,NA,NA,NA
2014-03-01,train,San Francisco,General & Admin,-301080,2014,historical,NA,NA,NA,NA
2014-03-01,train,San Francisco,Revenue,1600300,2014,historical,NA,NA,NA,NA
2014-03-01,train,San Francisco,Sales & Marketing,-174850,2014,historical,NA,NA,NA,NA
2014-04-01,train,San Francisco,Cost of goods sold,-1267240,2014,historical,NA,NA,NA,NA
2014-04-01,train,San Francisco,General & Admin,-271180,2014,historical,NA,NA,NA,NA
