model_year,division,carline,eng_displ,cylinders,mpg,aspiration,trans,gears,lockup_torque_converter,drive_sys,fuel_type,intake_valves_per_cyl,exhaust_valves_per_cyl,car_class
2016,nissan,MURANO Hybrid AWD,2.5,4,36.7597,Supercharged,SCV,7,0,A,G,2,2,midsize_station_wagons
2016,nissan,MURANO Hybrid FWD,2.5,4,38.8263,Supercharged,SCV,7,0,F,G,2,2,midsize_station_wagons
2015,nissan,NV200 Cargo Van,2,4,34.9238,Naturally_Aspirated,CVT,1,1,F,G,2,2,special_purpose_vehicle_2wd
2017,nissan,NV200 Cargo Van,2,4,34.9238,Naturally_Aspirated,CVT,1,1,F,G,2,2,special_purpose_vehicle_2wd
2018,nissan,NV200 Cargo Van,2,4,34.8169,Naturally_Aspirated,CVT,1,1,F,G,2,2,special_purpose_vehicle_2wd
2015,nissan,NV200 NYC Taxi,2,4,34.1029,Naturally_Aspirated,CVT,1,1,F,G,2,2,special_purpose_vehicle_2wd
2017,nissan,NV200 NYC Taxi,2,4,34.1029,Naturally_Aspirated,CVT,1,1,F,G,2,2,special_purpose_vehicle_2wd
2015,nissan,PATHFINDER 2WD,3.5,6,30.5999,Naturally_Aspirated,CVT,1,1,F,G,2,2,small_suv_2wd
2016,nissan,PATHFINDER 2WD,3.5,6,30.4629,Naturally_Aspirated,CVT,1,1,F,G,2,2,small_suv_2wd
2017,nissan,PATHFINDER 2WD,3.5,6,29.659300000000002,Naturally_Aspirated,CVT,1,1,F,G,2,2,small_suv_2wd
2015,nissan,PATHFINDER 4WD,3.5,6,29.6193,Naturally_Aspirated,CVT,1,1,4,G,2,2,small_suv_4wd
2017,nissan,PATHFINDER 4WD,3.5,6,28.9743,Naturally_Aspirated,CVT,1,1,4,G,2,2,small_suv_4wd
2015,nissan,PATHFINDER 4WD PLATINUM,3.5,6,28.7819,Naturally_Aspirated,CVT,1,1,4,G,2,2,small_suv_4wd
2017,nissan,PATHFINDER 4WD PLATINUM,3.5,6,28.0602,Naturally_Aspirated,CVT,1,1,4,G,2,2,small_suv_4wd
2018,nissan,PATHFINDER 4WD PLATINUM,3.5,6,28.6415,Naturally_Aspirated,CVT,1,1,4,G,2,2,small_suv_4wd
2015,nissan,PATHFINDER Hybrid 2WD,2.5,4,36.6873,Supercharged,CVT,1,1,F,G,2,2,standard_suv_2wd
2015,nissan,PATHFINDER Hybrid 4WD,2.5,4,35.4866,Supercharged,CVT,1,1,4,G,2,2,standard_suv_4wd
2015,nissan,QUEST,3.5,6,29.2676,Naturally_Aspirated,CVT,1,1,F,G,2,2,"special_purpose_vehicle,_minivan_2wd"
2016,nissan,QUEST,3.5,6,29.5387,Naturally_Aspirated,CVT,1,1,F,G,2,2,"special_purpose_vehicle,_minivan_2wd"
2017,nissan,QUEST,3.5,6,29.5557,Naturally_Aspirated,CVT,1,1,F,G,2,2,"special_purpose_vehicle,_minivan_2wd"
2015,nissan,ROGUE AWD,2.5,4,36.6364,Naturally_Aspirated,CVT,1,1,A,G,2,2,small_suv_4wd
2016,nissan,ROGUE AWD,2.5,4,36.7702,Naturally_Aspirated,CVT,1,1,A,G,2,2,small_suv_4wd
2017,nissan,ROGUE AWD,2.5,4,36.7448,Naturally_Aspirated,CVT,1,1,A,G,2,2,small_suv_4wd
2018,nissan,ROGUE AWD,2.5,4,36.9924,Naturally_Aspirated,CVT,1,1,A,G,2,2,small_suv_4wd
2017,nissan,ROGUE AWD Hybrid,2,4,45.0665,Naturally_Aspirated,SCV,7,1,A,G,2,2,small_suv_4wd
2018,nissan,ROGUE AWD Hybrid,2,4,45.0728,Naturally_Aspirated,SCV,7,1,A,G,2,2,small_suv_4wd
2015,nissan,ROGUE FWD,2.5,4,37.9228,Naturally_Aspirated,CVT,1,1,F,G,2,2,small_suv_2wd
2016,nissan,ROGUE FWD,2.5,4,38.1292,Naturally_Aspirated,CVT,1,1,F,G,2,2,small_suv_2wd
2017,nissan,ROGUE FWD,2.5,4,38.8998,Naturally_Aspirated,CVT,1,1,F,G,2,2,small_suv_2wd
2018,nissan,ROGUE FWD,2.5,4,38.8091,Naturally_Aspirated,CVT,1,1,F,G,2,2,small_suv_2wd
2017,nissan,ROGUE FWD Hybrid,2,4,47.914,Naturally_Aspirated,SCV,7,1,F,G,2,2,small_suv_2wd
2015,nissan,ROGUE SELECT,2.5,4,32.9716,Naturally_Aspirated,CVT,1,1,F,G,2,2,small_suv_2wd
2015,nissan,ROGUE SELECT AWD,2.5,4,31.2453,Naturally_Aspirated,CVT,1,1,A,G,2,2,small_suv_4wd
2017,nissan,Rogue Sport,2,4,39.335,Naturally_Aspirated,SCV,7,1,F,G,2,2,small_station_wagons
2018,nissan,Rogue Sport,2,4,39.3232,Naturally_Aspirated,SCV,7,1,F,G,2,2,small_station_wagons
2017,nissan,Rogue Sport AWD,2,4,38.322,Naturally_Aspirated,SCV,7,1,A,G,2,2,small_station_wagons
2018,nissan,Rogue Sport AWD,2,4,38.3152,Naturally_Aspirated,SCV,7,1,A,G,2,2,small_station_wagons
2015,nissan,SENTRA,1.8,4,44.4166,Naturally_Aspirated,CVT,1,1,F,G,2,2,midsize_cars
2015,nissan,SENTRA,1.8,4,40.4893,Naturally_Aspirated,M,6,0,F,G,2,2,midsize_cars
2016,nissan,SENTRA,1.8,4,43.9632,Naturally_Aspirated,CVT,1,1,F,G,2,2,midsize_cars
2017,nissan,SENTRA,1.6,4,41.1789,Turbocharged,SCV,7,1,F,GP,2,2,midsize_cars
2017,nissan,SENTRA,1.8,4,43.9838,Naturally_Aspirated,CVT,1,1,F,G,2,2,midsize_cars
2017,nissan,SENTRA,1.6,4,40.0007,Turbocharged,M,6,0,F,GP,2,2,midsize_cars
2017,nissan,SENTRA,1.8,4,40.4893,Naturally_Aspirated,M,6,0,F,G,2,2,midsize_cars
2018,nissan,SENTRA,1.8,4,44.1552,Naturally_Aspirated,CVT,1,1,F,G,2,2,midsize_cars
2018,nissan,SENTRA,1.8,4,40.7121,Naturally_Aspirated,M,6,0,F,G,2,2,midsize_cars
2015,nissan,SENTRA FE+,1.8,4,46.0818,Naturally_Aspirated,CVT,1,1,F,G,2,2,midsize_cars
2017,nissan,SENTRA NISMO,1.6,4,38.9307,Turbocharged,SCV,7,1,F,GP,2,2,midsize_cars
2017,nissan,SENTRA NISMO,1.6,4,38.4338,Turbocharged,M,6,0,F,GP,2,2,midsize_cars
2015,nissan,TITAN 2WD,5.6,8,19.0073,Naturally_Aspirated,A,5,1,R,G,2,2,standard_pick-up_trucks_2wd
2015,nissan,TITAN 2WD,5.6,8,19.3128,Naturally_Aspirated,A,5,1,R,G,2,2,standard_pick-up_trucks_2wd
2017,nissan,TITAN 2WD,5.6,8,22.7643,Naturally_Aspirated,SA,7,1,R,G,2,2,standard_pick-up_trucks_2wd
2018,nissan,TITAN 2WD,5.6,8,22.763,Naturally_Aspirated,SA,7,1,R,G,2,2,standard_pick-up_trucks_2wd
2015,nissan,TITAN 4WD,5.6,8,17.8409,Naturally_Aspirated,A,5,1,4,G,2,2,standard_pick-up_trucks_4wd
2015,nissan,TITAN 4WD,5.6,8,17.8923,Naturally_Aspirated,A,5,1,4,G,2,2,standard_pick-up_trucks_4wd
2017,nissan,TITAN 4WD,5.6,8,22.728,Naturally_Aspirated,SA,7,1,P,G,2,2,standard_pick-up_trucks_4wd
2017,nissan,TITAN 4WD PRO-4X,5.6,8,21.8199,Naturally_Aspirated,SA,7,1,P,G,2,2,standard_pick-up_trucks_4wd
2018,nissan,TITAN 4WD PRO-4X,5.6,8,21.8528,Naturally_Aspirated,SA,7,1,P,G,2,2,standard_pick-up_trucks_4wd
2015,nissan,VERSA,1.6,4,39.8798,Naturally_Aspirated,A,4,1,F,G,2,2,compact_cars
2015,nissan,VERSA,1.6,4,47.2152,Naturally_Aspirated,CVT,1,1,F,G,2,2,compact_cars
2015,nissan,VERSA,1.6,4,41.9533,Naturally_Aspirated,M,5,0,F,G,2,2,compact_cars
2016,nissan,VERSA,1.6,4,47.2984,Naturally_Aspirated,CVT,1,1,F,G,2,2,compact_cars
2016,nissan,VERSA,1.6,4,42.0163,Naturally_Aspirated,M,5,0,F,G,2,2,compact_cars
2017,nissan,VERSA,1.6,4,39.8798,Naturally_Aspirated,A,4,1,F,G,2,2,compact_cars
2017,nissan,VERSA,1.6,4,47.3865,Naturally_Aspirated,CVT,1,1,F,G,2,2,compact_cars
2017,nissan,VERSA,1.6,4,42.0241,Naturally_Aspirated,M,5,0,F,G,2,2,compact_cars
2018,nissan,VERSA,1.6,4,40.0411,Naturally_Aspirated,A,4,1,F,G,2,2,compact_cars
2018,nissan,VERSA,1.6,4,47.2438,Naturally_Aspirated,CVT,1,1,F,G,2,2,compact_cars
2018,nissan,VERSA,1.6,4,41.9625,Naturally_Aspirated,M,5,0,F,G,2,2,compact_cars
2015,nissan,XTERRA 2WD,4,6,23.5915,Naturally_Aspirated,A,5,1,R,G,2,2,small_suv_2wd
2015,nissan,XTERRA 4WD,4,6,21.6742,Naturally_Aspirated,A,5,1,4,G,2,2,small_suv_4wd
2015,nissan,XTERRA 4WD,4,6,21.7774,Naturally_Aspirated,M,6,0,4,G,2,2,small_suv_4wd
2016,pagani_automobili_s.p.a.,Huayra Coupe,6,12,15.4573,Turbocharged,AM,7,0,R,GP,2,1,two_seaters
2015,porsche,911 Carrera,3.4,6,30.3389,Naturally_Aspirated,AMS,7,0,R,GP,2,2,minicompact_cars
2015,porsche,911 Carrera,3.4,6,28.5822,Naturally_Aspirated,M,7,0,R,GP,2,2,minicompact_cars
2016,porsche,911 Carrera,3.4,6,30.386,Naturally_Aspirated,AMS,7,0,R,GP,2,2,minicompact_cars
2016,porsche,911 Carrera,3.4,6,28.9841,Naturally_Aspirated,M,7,0,R,GP,2,2,minicompact_cars
2017,porsche,911 Carrera,3,6,33.1487,Turbocharged,AMS,7,0,R,GPR,2,2,minicompact_cars
2017,porsche,911 Carrera,3,6,30.5533,Turbocharged,M,7,0,R,GPR,2,2,minicompact_cars
2015,porsche,911 Carrera 4,3.4,6,30.1071,Naturally_Aspirated,AMS,7,0,4,GP,2,2,minicompact_cars
2015,porsche,911 Carrera 4,3.4,6,28.7688,Naturally_Aspirated,M,7,0,4,GP,2,2,minicompact_cars
2017,porsche,911 Carrera 4,3,6,32.4871,Turbocharged,AMS,7,0,4,GPR,2,2,minicompact_cars
2017,porsche,911 Carrera 4,3,6,29.854,Turbocharged,M,7,0,4,GPR,2,2,minicompact_cars
2015,porsche,911 Carrera 4 Cabriolet,3.4,6,29.3854,Naturally_Aspirated,AMS,7,0,4,GP,2,2,minicompact_cars
2015,porsche,911 Carrera 4 Cabriolet,3.4,6,28.0884,Naturally_Aspirated,M,7,0,4,GP,2,2,minicompact_cars
2017,porsche,911 Carrera 4 Cabriolet,3,6,31.7473,Turbocharged,AMS,7,0,4,GPR,2,2,minicompact_cars
2017,porsche,911 Carrera 4 Cabriolet,3,6,29.3892,Turbocharged,M,7,0,4,GPR,2,2,minicompact_cars
2015,porsche,911 Carrera 4 GTS,3.8,6,27.678,Naturally_Aspirated,AMS,7,0,4,GP,2,2,minicompact_cars
2015,porsche,911 Carrera 4 GTS,3.8,6,27.1045,Naturally_Aspirated,M,7,0,4,GP,2,2,minicompact_cars
2017,porsche,911 Carrera 4 GTS,3,6,29.1178,Turbocharged,AMS,7,0,4,GPR,2,2,minicompact_cars
2017,porsche,911 Carrera 4 GTS,3,6,27.9005,Turbocharged,M,7,0,4,GPR,2,2,minicompact_cars
2015,porsche,911 Carrera 4 GTS Cabriolet,3.8,6,26.8467,Naturally_Aspirated,AMS,7,0,4,GP,2,2,minicompact_cars
2015,porsche,911 Carrera 4 GTS Cabriolet,3.8,6,26.4728,Naturally_Aspirated,M,7,0,4,GP,2,2,minicompact_cars
2017,porsche,911 Carrera 4 GTS Cabriolet,3,6,28.868,Turbocharged,AMS,7,0,4,GPR,2,2,minicompact_cars
2017,porsche,911 Carrera 4 GTS Cabriolet,3,6,27.5387,Turbocharged,M,7,0,4,GPR,2,2,minicompact_cars
2015,porsche,911 Carrera 4S,3.8,6,28.5037,Naturally_Aspirated,AMS,7,0,4,GP,2,2,minicompact_cars
2015,porsche,911 Carrera 4S,3.8,6,27.7487,Naturally_Aspirated,M,7,0,4,GP,2,2,minicompact_cars
2016,porsche,911 Carrera 4S,3.8,6,28.7492,Naturally_Aspirated,AMS,7,0,4,GP,2,2,minicompact_cars
2016,porsche,911 Carrera 4S,3.8,6,27.9311,Naturally_Aspirated,M,7,0,4,GP,2,2,minicompact_cars
2017,porsche,911 Carrera 4S,3,6,31.426,Turbocharged,AMS,7,0,4,GPR,2,2,minicompact_cars
2017,porsche,911 Carrera 4S,3,6,29.68,Turbocharged,M,7,0,4,GPR,2,2,minicompact_cars
2015,porsche,911 Carrera 4S Cabriolet,3.8,6,27.8027,Naturally_Aspirated,AMS,7,0,4,GP,2,2,minicompact_cars
2015,porsche,911 Carrera 4S Cabriolet,3.8,6,27.3312,Naturally_Aspirated,M,7,0,4,GP,2,2,minicompact_cars
2016,porsche,911 Carrera 4S Cabriolet,3.8,6,28.0306,Naturally_Aspirated,AMS,7,0,4,GP,2,2,minicompact_cars
2016,porsche,911 Carrera 4S Cabriolet,3.8,6,27.4358,Naturally_Aspirated,M,7,0,4,GP,2,2,minicompact_cars
2017,porsche,911 Carrera 4S Cabriolet,3,6,31.6194,Turbocharged,AMS,7,0,4,GPR,2,2,minicompact_cars
2017,porsche,911 Carrera 4S Cabriolet,3,6,29.3392,Turbocharged,M,7,0,4,GPR,2,2,minicompact_cars
2015,porsche,911 Carrera Cabriolet,3.4,6,30.7045,Naturally_Aspirated,AMS,7,0,R,GP,2,2,minicompact_cars
2015,porsche,911 Carrera Cabriolet,3.4,6,28.7955,Naturally_Aspirated,M,7,0,R,GP,2,2,minicompact_cars
2017,porsche,911 Carrera Cabriolet,3,6,32.1894,Turbocharged,AMS,7,0,R,GPR,2,2,minicompact_cars
2017,porsche,911 Carrera Cabriolet,3,6,30.0331,Turbocharged,M,7,0,R,GPR,2,2,minicompact_cars
2015,porsche,911 Carrera GTS,3.8,6,27.8144,Naturally_Aspirated,AMS,7,0,R,GP,2,2,minicompact_cars
2015,porsche,911 Carrera GTS,3.8,6,27.428,Naturally_Aspirated,M,7,0,R,GP,2,2,minicompact_cars
2017,porsche,911 Carrera GTS,3,6,29.7936,Turbocharged,AMS,7,0,R,GPR,2,2,minicompact_cars
2017,porsche,911 Carrera GTS,3,6,27.5286,Turbocharged,M,7,0,R,GPR,2,2,minicompact_cars
2015,porsche,911 Carrera GTS Cabriolet,3.8,6,27.678,Naturally_Aspirated,AMS,7,0,R,GP,2,2,minicompact_cars
2015,porsche,911 Carrera GTS Cabriolet,3.8,6,26.4728,Naturally_Aspirated,M,7,0,R,GP,2,2,minicompact_cars
2017,porsche,911 Carrera GTS Cabriolet,3,6,29.0593,Turbocharged,AMS,7,0,R,GPR,2,2,minicompact_cars
2017,porsche,911 Carrera GTS Cabriolet,3,6,27.8536,Turbocharged,M,7,0,R,GPR,2,2,minicompact_cars
2015,porsche,911 Carrera S,3.8,6,29.1356,Naturally_Aspirated,AMS,7,0,R,GP,2,2,minicompact_cars
2015,porsche,911 Carrera S,3.8,6,28.6337,Naturally_Aspirated,M,7,0,R,GP,2,2,minicompact_cars
2016,porsche,911 Carrera S,3.8,6,29.4795,Naturally_Aspirated,AMS,7,0,R,GP,2,2,minicompact_cars
2017,porsche,911 Carrera S,3,6,32.3386,Turbocharged,AMS,7,0,R,GPR,2,2,minicompact_cars
2017,porsche,911 Carrera S,3,6,29.903,Turbocharged,M,7,0,R,GPR,2,2,minicompact_cars
2015,porsche,911 Carrera S Cabriolet,3.8,6,28.6906,Naturally_Aspirated,AMS,7,0,R,GP,2,2,minicompact_cars
2015,porsche,911 Carrera S Cabriolet,3.8,6,28.2451,Naturally_Aspirated,M,7,0,R,GP,2,2,minicompact_cars
2016,porsche,911 Carrera S Cabriolet,3.8,6,28.921,Naturally_Aspirated,AMS,7,0,R,GP,2,2,minicompact_cars
2017,porsche,911 Carrera S Cabriolet,3,6,32.0454,Turbocharged,AMS,7,0,R,GPR,2,2,minicompact_cars
2017,porsche,911 Carrera S Cabriolet,3,6,29.7799,Turbocharged,M,7,0,R,GPR,2,2,minicompact_cars
2015,porsche,911 GT3,3.8,6,21.6822,Naturally_Aspirated,AMS,7,0,R,GP,2,2,two_seaters
2018,porsche,911 GT3,4,6,21.7295,Naturally_Aspirated,AMS,7,0,R,GPR,2,2,two_seaters
2018,porsche,911 GT3,4,6,19.9124,Naturally_Aspirated,M,6,0,R,GPR,2,2,two_seaters
2016,porsche,911 GT3RS,4,6,21.236,Naturally_Aspirated,AMS,7,0,R,GP,2,2,two_seaters
2016,porsche,911 R,4,6,20.8619,Naturally_Aspirated,M,6,0,R,GP,2,2,minicompact_cars
2015,porsche,911 Targa 4,3.4,6,28.5578,Naturally_Aspirated,AMS,7,0,4,GP,2,2,minicompact_cars
2015,porsche,911 Targa 4,3.4,6,27.5924,Naturally_Aspirated,M,7,0,4,GP,2,2,minicompact_cars
2017,porsche,911 Targa 4,3,6,31.9712,Turbocharged,AMS,7,0,4,GPR,2,2,minicompact_cars
2017,porsche,911 Targa 4 GTS,3,6,28.688,Turbocharged,AMS,7,0,4,GPR,2,2,minicompact_cars
2017,porsche,911 Targa 4 GTS,3,6,26.908,Turbocharged,M,7,0,4,GPR,2,2,minicompact_cars
2015,porsche,911 Targa 4S,3.8,6,27.3812,Naturally_Aspirated,AMS,7,0,4,GP,2,2,minicompact_cars
2015,porsche,911 Targa 4S,3.8,6,26.9652,Naturally_Aspirated,M,7,0,4,GP,2,2,minicompact_cars
2017,porsche,911 Targa 4S,3,6,31.1907,Turbocharged,AMS,7,0,4,GPR,2,2,minicompact_cars
2015,porsche,911 Turbo,3.8,6,25.7642,Turbocharged,AMS,7,0,4,GP,2,2,minicompact_cars
2017,porsche,911 Turbo,3.8,6,27.0436,Turbocharged,AMS,7,0,A,GPR,2,2,minicompact_cars
2017,porsche,911 Turbo Cabriolet,3.8,6,26.9406,Turbocharged,AMS,7,0,A,GPR,2,2,minicompact_cars
2018,porsche,911 Turbo S Exclusive,3.8,6,24.9963,Turbocharged,AMS,7,0,A,GPR,2,2,minicompact_cars
2015,porsche,Boxster,2.7,6,33.6298,Naturally_Aspirated,AMS,7,0,R,GP,2,2,two_seaters
2015,porsche,Boxster,2.7,6,31.1731,Naturally_Aspirated,M,6,0,R,GP,2,2,two_seaters
2017,porsche,Boxster,2,4,33.3477,Turbocharged,AMS,7,0,R,GPR,2,2,two_seaters
2017,porsche,Boxster,2,4,31.8129,Turbocharged,M,6,0,R,GPR,2,2,two_seaters
2015,porsche,Boxster GTS,3.4,6,32.6906,Naturally_Aspirated,AMS,7,0,R,GP,2,2,two_seaters
2015,porsche,Boxster GTS,3.4,6,28.8146,Naturally_Aspirated,M,6,0,R,GP,2,2,two_seaters
2018,porsche,Boxster GTS,2.5,4,29.0593,Turbocharged,AMS,7,0,R,GPR,2,2,two_seaters
2018,porsche,Boxster GTS,2.5,4,27.9534,Turbocharged,M,6,0,R,GPR,2,2,two_seaters
2015,porsche,Boxster S,3.4,6,31.5932,Naturally_Aspirated,AMS,7,0,R,GP,2,2,two_seaters
2015,porsche,Boxster S,3.4,6,29.5284,Naturally_Aspirated,M,6,0,R,GP,2,2,two_seaters
2017,porsche,Boxster S,2.5,4,31.5404,Turbocharged,AMS,7,0,R,GPR,2,2,two_seaters
2017,porsche,Boxster S,2.5,4,28.9412,Turbocharged,M,6,0,R,GPR,2,2,two_seaters
2016,porsche,Boxster Spyder,3.8,6,26.3918,Naturally_Aspirated,M,6,0,R,GP,2,2,two_seaters
2016,porsche,Cayenne,3.6,6,27.4553,Naturally_Aspirated,SA,8,1,A,GP,2,2,standard_suv_4wd
2017,porsche,Cayenne,3.6,6,26.712,Naturally_Aspirated,SA,8,1,A,GP,2,2,standard_suv_4wd
2016,porsche,Cayenne GTS,3.6,6,24.1148,Turbocharged,SA,8,1,A,GPR,2,2,standard_suv_4wd
2017,porsche,Cayenne GTS,3.6,6,24.1148,Turbocharged,SA,8,1,A,GPR,2,2,standard_suv_4wd
2017,porsche,Cayenne Platinum,3.6,6,25.3562,Naturally_Aspirated,SA,8,1,A,GP,2,2,standard_suv_4wd
2015,porsche,Cayenne S,3.6,6,25.4694,Turbocharged,SA,8,1,A,GPR,2,2,standard_suv_4wd
2017,porsche,Cayenne S,3.6,6,25.4694,Turbocharged,SA,8,1,A,GPR,2,2,standard_suv_4wd
2015,porsche,Cayenne Turbo,4.8,8,21.3254,Turbocharged,SA,8,1,A,GPR,2,2,standard_suv_4wd
2017,porsche,Cayenne Turbo,4.8,8,21.3254,Turbocharged,SA,8,1,A,GPR,2,2,standard_suv_4wd
2016,porsche,Cayman GT4,3.8,6,25.8927,Naturally_Aspirated,M,6,0,R,GP,2,2,two_seaters
2017,porsche,Macan,2,4,29.3544,Turbocharged,AMS,7,0,A,GPR,2,2,small_suv_4wd
2017,porsche,Macan GTS,3,6,24.9355,Turbocharged,AMS,7,0,A,GPR,2,2,small_suv_4wd
2015,porsche,Macan S,3,6,25.1,Turbocharged,AMS,7,0,A,GP,2,2,small_suv_4wd
2016,porsche,Macan S,3,6,25.3471,Turbocharged,AMS,7,0,A,GP,2,2,small_suv_4wd
2017,porsche,Macan S,3,6,25.1,Turbocharged,AMS,7,0,A,GPR,2,2,small_suv_4wd
2015,porsche,Macan Turbo,3.6,6,24.7122,Turbocharged,AMS,7,0,A,GP,2,2,small_suv_4wd
2016,porsche,Macan Turbo,3.6,6,24.9756,Turbocharged,AMS,7,0,A,GP,2,2,small_suv_4wd
2017,porsche,Macan Turbo,3.6,6,24.7122,Turbocharged,AMS,7,0,A,GP,2,2,small_suv_4wd
2017,porsche,Macan Turbo Kit,3.6,6,24.8966,Turbocharged,AMS,7,0,A,GP,2,2,small_suv_4wd
2015,porsche,Panamera,3.6,6,28.1669,Naturally_Aspirated,AMS,7,0,R,GP,2,2,large_cars
2017,porsche,Panamera,3,6,31.7288,Turbocharged,AMS,8,0,R,GPR,2,2,large_cars
2015,porsche,Panamera 4,3.6,6,27.5271,Naturally_Aspirated,AMS,7,0,A,GP,2,2,large_cars
2017,porsche,Panamera 4,3,6,30.8911,Turbocharged,AMS,8,0,4,GPR,2,2,large_cars
2015,porsche,Panamera 4S,3,6,26.8955,Turbocharged,AMS,7,0,A,GP,2,2,large_cars
2016,porsche,Panamera 4S,3,6,26.8876,Turbocharged,AMS,7,0,A,GP,2,2,large_cars
2017,porsche,Panamera 4S,2.9,6,30.9273,Turbocharged,AMS,8,0,4,GPR,2,2,large_cars
2015,porsche,Panamera 4S Executive,3,6,26.4887,Turbocharged,AMS,7,0,A,GP,2,2,large_cars
2016,porsche,Panamera 4S Executive,3,6,26.4753,Turbocharged,AMS,7,0,A,GP,2,2,large_cars
2015,porsche,Panamera GTS,4.8,8,23.9679,Naturally_Aspirated,AMS,7,0,A,GP,2,2,large_cars
2015,porsche,Panamera S,3,6,26.8955,Turbocharged,AMS,7,0,R,GP,2,2,large_cars
2016,porsche,Panamera S,3,6,26.8876,Turbocharged,AMS,7,0,R,GP,2,2,large_cars
2015,porsche,Panamera Turbo,4.8,8,23.7927,Turbocharged,AMS,7,0,A,GP,2,2,large_cars
2017,porsche,Panamera Turbo,4,8,27.4365,Turbocharged,AMS,8,0,A,GPR,2,2,large_cars
2015,porsche,Panamera Turbo Executive,4.8,8,23.5293,Turbocharged,AMS,7,0,A,GP,2,2,large_cars
2015,ram,1500 4X2,5.7,8,20.4256,Naturally_Aspirated,A,6,1,R,GM,1,1,standard_pick-up_trucks_2wd
2015,ram,1500 4X2,3.6,6,25.6217,Naturally_Aspirated,A,8,1,R,G,2,2,standard_pick-up_trucks_2wd
2015,ram,1500 4X2,5.7,8,22.3445,Naturally_Aspirated,A,8,1,R,GM,1,1,standard_pick-up_trucks_2wd
2016,ram,1500 4X2,5.7,8,22.34,Naturally_Aspirated,A,8,1,R,GM,1,1,standard_pick-up_trucks_2wd
2017,ram,1500 4X2,3,6,29.8946,Turbocharged,A,8,1,R,DU,2,2,standard_pick-up_trucks_2wd
2017,ram,1500 4X2,3.6,6,25.6217,Naturally_Aspirated,A,8,1,R,G,2,2,standard_pick-up_trucks_2wd
2017,ram,1500 4X2,5.7,8,22.3584,Naturally_Aspirated,A,8,1,R,GM,1,1,standard_pick-up_trucks_2wd
2018,ram,1500 4X2,5.7,8,22.3355,Naturally_Aspirated,A,8,1,R,GM,1,1,standard_pick-up_trucks_2wd
2015,ram,1500 4X4,5.7,8,19.616,Naturally_Aspirated,A,6,1,4,GM,1,1,standard_pick-up_trucks_4wd
2015,ram,1500 4X4,3.6,6,24.216,Naturally_Aspirated,A,8,1,4,G,2,2,standard_pick-up_trucks_4wd
2015,ram,1500 4X4,5.7,8,21.6435,Naturally_Aspirated,A,8,1,4,GM,1,1,standard_pick-up_trucks_4wd
2016,ram,1500 4X4,5.7,8,19.5895,Naturally_Aspirated,A,6,1,4,GM,1,1,standard_pick-up_trucks_4wd
2016,ram,1500 4X4,3.6,6,24.216,Naturally_Aspirated,A,8,1,4,G,2,2,standard_pick-up_trucks_4wd
2016,ram,1500 4X4,5.7,8,21.6422,Naturally_Aspirated,A,8,1,4,GM,1,1,standard_pick-up_trucks_4wd
2017,ram,1500 4X4,5.7,8,19.6154,Naturally_Aspirated,A,6,1,4,GM,1,1,standard_pick-up_trucks_4wd
2017,ram,1500 4X4,3,6,28.6919,Turbocharged,A,8,1,4,DU,2,2,standard_pick-up_trucks_4wd
2017,ram,1500 4X4,3.6,6,24.216,Naturally_Aspirated,A,8,1,4,G,2,2,standard_pick-up_trucks_4wd
2017,ram,1500 4X4,5.7,8,21.6346,Naturally_Aspirated,A,8,1,4,GM,1,1,standard_pick-up_trucks_4wd
2018,ram,1500 4X4,5.7,8,18.439,Naturally_Aspirated,A,6,1,4,GM,1,1,standard_pick-up_trucks_4wd
2018,ram,1500 4X4,5.7,8,21.6598,Naturally_Aspirated,A,8,1,4,GM,1,1,standard_pick-up_trucks_4wd
2015,ram,1500 HFE 4X2,3.6,6,27.2124,Naturally_Aspirated,A,8,1,R,G,2,2,standard_pick-up_trucks_2wd
2015,ram,C/V Tradesman,3.6,6,26.7474,Naturally_Aspirated,A,6,1,F,G,2,2,"special_purpose_vehicle,_minivan_2wd"
2015,ram,C/V Tradesman,3.6,6,26.7474,Naturally_Aspirated,A,6,1,F,G,2,2,"special_purpose_vehicle,_minivan_2wd"
2015,ram,Promaster City,2.4,4,31.4586,Naturally_Aspirated,A,9,1,F,G,2,2,special_purpose_vehicle_2wd
2017,ram,Promaster City,2.4,4,31.4586,Naturally_Aspirated,A,9,1,F,G,2,2,special_purpose_vehicle_2wd
2016,rolls-royce_motor_cars_limited,Dawn,6.6,12,18.4432,Turbocharged,SA,8,1,R,GP,2,2,compact_cars
2017,rolls-royce_motor_cars_limited,Dawn,6.6,12,17.8786,Turbocharged,SA,8,1,R,GP,2,2,compact_cars
2018,rolls-royce_motor_cars_limited,Dawn,6.6,12,17.6804,Turbocharged,SA,8,1,R,GP,2,2,compact_cars
2015,rolls-royce_motor_cars_limited,Ghost,6.6,12,18.7023,Turbocharged,SA,8,1,R,GP,2,2,large_cars
2018,rolls-royce_motor_cars_limited,Phantom,6.7,12,17.9524,Turbocharged,SA,8,1,R,GP,2,2,large_cars
2015,rolls-royce_motor_cars_limited,Phantom Coupe,6.7,12,17.4989,Naturally_Aspirated,SA,8,1,R,GP,2,2,compact_cars
2015,rolls-royce_motor_cars_limited,Phantom Drophead Coupe,6.7,12,17.4353,Naturally_Aspirated,SA,8,1,R,GP,2,2,compact_cars
